# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MGG_00204	gene-MGG_00204	XM_003718862.1	protein_coding	0	0	0	199	0	0	0	0	0	0	0	139	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	39
MGG_00205	gene-MGG_00205	XM_003718861.1	protein_coding	0	0	0	100	0	0	0	0	0	0	0	50	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	43
MGG_00207	gene-MGG_00207	XM_003718856.1	protein_coding	0	0	0	177	0	0	0	0	0	0	0	56	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	106
MGG_00208	gene-MGG_00208	XM_003718855.1	protein_coding	0	0	0	228	0	0	0	0	0	0	0	63	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	122
MGG_00210	gene-MGG_00210	XM_003718852.1	protein_coding	0	0	0	196	0	0	0	0	0	0	0	117	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	69
MGG_00211	gene-MGG_00211	XM_003718851.1	protein_coding	0	0	0	186	0	0	0	0	0	0	0	93	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	64
MGG_00212	gene-MGG_00212	XM_003718850.1	protein_coding	0	0	0	171	0	0	0	0	0	0	0	83	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	71
MGG_00213	gene-MGG_00213	XM_003718849.1	protein_coding	0	0	0	131	0	0	0	0	0	0	0	58	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	54
MGG_00215	gene-MGG_00215	XM_003718845.1	protein_coding	0	0	0	271	0	0	0	0	0	0	0	97	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	150
MGG_00216	gene-MGG_00216	XM_003718843.1	protein_coding	0	0	0	209	0	0	0	0	0	0	0	125	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	57
MGG_00220	gene-MGG_00220	XM_003718838.1	protein_coding	0	0	0	325	0	0	0	0	0	0	0	252	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	48
MGG_00221	gene-MGG_00221	XM_003718837.1	protein_coding	0	0	0	283	0	0	0	0	0	0	0	245	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	27
MGG_00222	gene-MGG_00222	XM_003718836.1	protein_coding	0	0	0	220	0	0	0	0	0	0	0	133	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	74
MGG_00223	gene-MGG_00223	XM_003718835.1	protein_coding	0	0	0	184	0	0	0	0	0	0	0	35	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	137
MGG_00225	gene-MGG_00225	XM_003718832.1	protein_coding	0	0	0	262	0	0	0	0	0	0	0	89	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	156
MGG_00226	gene-MGG_00226	XM_003718831.1	protein_coding	0	0	0	639	0	0	0	0	0	0	0	118	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	454
MGG_00227	gene-MGG_00227	XM_003718830.1	protein_coding	0	0	0	670	0	0	0	0	0	0	0	143	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	491
MGG_00230	gene-MGG_00230	XM_003718825.1	protein_coding	0	0	0	689	0	0	0	0	0	0	0	263	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	421
MGG_00232	gene-MGG_00232	XM_003718824.1	protein_coding	0	0	0	567	0	0	0	0	0	0	0	440	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	124
MGG_00233	gene-MGG_00233	XM_003718823.1	protein_coding	0	0	0	652	0	0	0	0	0	0	0	425	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	71
MGG_00234	gene-MGG_00234	XM_003718822.1	protein_coding	0	0	0	195	0	0	0	0	0	0	0	106	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	72
MGG_00238	gene-MGG_00238	XM_003718819.1	protein_coding	0	0	0	214	0	0	0	0	0	0	0	71	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	88
MGG_00239	gene-MGG_00239	XM_003718818.1	protein_coding	0	0	0	269	0	0	0	0	0	0	0	118	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	84
MGG_00241	gene-MGG_00241	XM_003718817.1	protein_coding	0	0	0	348	0	0	0	0	0	0	0	79	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	158
MGG_00242	gene-MGG_00242	XM_003718816.1	protein_coding	0	0	0	257	0	0	0	0	0	0	0	78	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	165
MGG_00243	gene-MGG_00243	XM_003718815.1	protein_coding	0	0	0	277	0	0	0	0	0	0	0	154	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	82
MGG_00244	gene-MGG_00244	XM_003718814.1	protein_coding	0	0	0	258	0	0	0	0	0	0	0	166	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	71
MGG_00245	gene-MGG_00245	XM_003718813.1	protein_coding	0	0	0	156	0	0	0	0	0	0	0	100	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	49
MGG_00246	gene-MGG_00246	XM_003718811.1	protein_coding	0	0	0	141	0	0	0	0	0	0	0	72	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	58
MGG_00249	gene-MGG_00249	XM_003718809.1	protein_coding	0	0	0	122	0	0	0	0	0	0	0	50	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	42
MGG_00252	gene-MGG_00252	XM_003718806.1	protein_coding	0	0	0	100	0	0	0	0	0	0	0	39	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	35
MGG_00253	gene-MGG_00253	XM_003718805.1	protein_coding	0	0	0	101	0	0	0	0	0	0	0	50	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	25
MGG_00254	gene-MGG_00254	XM_003718804.1	protein_coding	0	0	0	95	0	0	0	0	0	0	0	60	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	32
MGG_00255	gene-MGG_00255	XM_003718802.1	protein_coding	0	0	0	91	0	0	0	0	0	0	0	30	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	48
MGG_00256	gene-MGG_00256	XM_003718801.1	protein_coding	0	0	0	101	0	0	0	0	0	0	0	31	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	59
MGG_00257	gene-MGG_00257	XM_003718800.1	protein_coding	0	0	0	97	0	0	0	0	0	0	0	39	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	39
MGG_00258	gene-MGG_00258	XM_003718799.1	protein_coding	0	0	0	142	0	0	0	0	0	0	0	58	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	72
MGG_00259	gene-MGG_00259	XM_003718798.1	protein_coding	0	0	0	146	0	0	0	0	0	0	0	28	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	110
MGG_00260	gene-MGG_00260	XM_003718797.1	protein_coding	0	0	0	149	0	0	0	0	0	0	0	34	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	71
MGG_00261	gene-MGG_00261	XM_003718795.1	protein_coding	0	0	0	167	0	0	0	0	0	0	0	105	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	36
MGG_00264	gene-MGG_00264	XM_003718790.1	protein_coding	0	0	0	150	0	0	0	0	0	0	0	34	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	93
MGG_00265	gene-MGG_00265	XM_003718789.1	protein_coding	0	0	0	191	0	0	0	0	0	0	0	50	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	100
MGG_00266	gene-MGG_00266	XM_003718786.1	protein_coding	0	0	0	194	0	0	0	0	0	0	0	89	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	97
MGG_00267	gene-MGG_00267	XM_003718785.1	protein_coding	0	0	0	198	0	0	0	0	0	0	0	79	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	96
MGG_00268	gene-MGG_00268	XM_003718783.1	protein_coding	0	0	0	216	0	0	0	0	0	0	0	80	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	99
MGG_00268	gene-MGG_00268	XM_003718784.1	protein_coding	0	0	0	204	0	0	0	0	0	0	0	87	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	91
MGG_00269	gene-MGG_00269	XM_003718782.1	protein_coding	0	0	0	191	0	0	0	0	0	0	0	97	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	84
MGG_00270	gene-MGG_00270	XM_003718781.1	protein_coding	0	0	0	206	0	0	0	0	0	0	0	104	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	98
MGG_00271	gene-MGG_00271	XM_003718779.1	protein_coding	0	0	0	211	0	0	0	0	0	0	0	95	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	90
MGG_00271	gene-MGG_00271	XM_003718780.1	protein_coding	0	0	0	211	0	0	0	0	0	0	0	95	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	90
MGG_00272	gene-MGG_00272	XM_003718778.1	protein_coding	0	0	0	187	0	0	0	0	0	0	0	83	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	82
MGG_00273	gene-MGG_00273	XM_003718777.1	protein_coding	0	0	0	160	0	0	0	0	0	0	0	96	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	57
MGG_00274	gene-MGG_00274	XM_003718775.1	protein_coding	0	0	0	153	0	0	0	0	0	0	0	82	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	58
MGG_00275	gene-MGG_00275	XM_003718774.1	protein_coding	0	0	0	163	0	0	0	0	0	0	0	67	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	60
MGG_00276	gene-MGG_00276	XM_003718773.1	protein_coding	0	0	0	150	0	0	0	0	0	0	0	60	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	71
MGG_00277	gene-MGG_00277	XM_003718772.1	protein_coding	0	0	0	172	0	0	0	0	0	0	0	58	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	90
MGG_00278	gene-MGG_00278	XM_003718771.1	protein_coding	0	0	0	158	0	0	0	0	0	0	0	77	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	69
MGG_00281	gene-MGG_00281	XM_003718769.1	protein_coding	0	0	0	203	0	0	0	0	0	0	0	80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	122
MGG_00282	gene-MGG_00282	XM_003718768.1	protein_coding	0	0	0	255	0	0	0	0	0	0	0	106	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	101
MGG_00283	gene-MGG_00283	XM_003718767.1	protein_coding	0	0	0	183	0	0	0	0	0	0	0	82	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	49
MGG_00287	gene-MGG_00287	XM_003718761.1	protein_coding	0	0	0	137	0	0	0	0	0	0	0	66	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	41
MGG_00288	gene-MGG_00288	XM_003718760.1	protein_coding	0	0	0	137	0	0	0	0	0	0	0	88	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	32
MGG_00289	gene-MGG_00289	XM_003718758.1	protein_coding	0	0	0	318	0	0	0	0	0	0	0	108	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	176
MGG_00290	gene-MGG_00290	XM_003718757.1	protein_coding	0	0	0	241	0	0	0	0	0	0	0	47	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	173
MGG_00291	gene-MGG_00291	XM_003718754.1	protein_coding	0	0	0	364	0	0	0	0	0	0	0	155	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	118
MGG_00292	gene-MGG_00292	XM_003718753.1	protein_coding	0	0	0	207	0	0	0	0	0	0	0	59	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	113
MGG_00294	gene-MGG_00294	XM_003718749.1	protein_coding	0	0	0	180	0	0	0	0	0	0	0	86	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	66
MGG_00295	gene-MGG_00295	XM_003718748.1	protein_coding	0	0	0	144	0	0	0	0	0	0	0	59	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	45
MGG_00296	gene-MGG_00296	XM_003718747.1	protein_coding	0	0	0	139	0	0	0	0	0	0	0	60	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	51
MGG_00297	gene-MGG_00297	XM_003718746.1	protein_coding	0	0	0	132	0	0	0	0	0	0	0	61	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	61
MGG_00298	gene-MGG_00298	XM_003718745.1	protein_coding	0	0	0	120	0	0	0	0	0	0	0	41	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	59
MGG_00299	gene-MGG_00299	XM_003718744.1	protein_coding	0	0	0	169	0	0	0	0	0	0	0	63	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	74
MGG_00300	gene-MGG_00300	XM_003718743.1	protein_coding	0	0	0	166	0	0	0	0	0	0	0	81	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	66
MGG_00301	gene-MGG_00301	XM_003718742.1	protein_coding	0	0	0	144	0	0	0	0	0	0	0	78	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	45
MGG_00302	gene-MGG_00302	XM_003718741.1	protein_coding	0	0	0	140	0	0	0	0	0	0	0	67	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	58
MGG_00304	gene-MGG_00304	XM_003718738.1	protein_coding	0	0	0	291	0	0	0	0	0	0	0	86	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	138
MGG_00305	gene-MGG_00305	XM_003718737.1	protein_coding	0	0	0	231	0	0	0	0	0	0	0	117	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	90
MGG_00306	gene-MGG_00306	XM_003718736.1	protein_coding	0	0	0	229	0	0	0	0	0	0	0	121	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	41
MGG_00307	gene-MGG_00307	XM_003718735.1	protein_coding	0	0	0	154	0	0	0	0	0	0	0	111	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	34
MGG_00308	gene-MGG_00308	XM_003718734.1	protein_coding	0	0	0	152	0	0	0	0	0	0	0	82	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	43
MGG_00309	gene-MGG_00309	XM_003718733.1	protein_coding	0	0	0	158	0	0	0	0	0	0	0	38	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	105
MGG_00310	gene-MGG_00310	XM_003718732.1	protein_coding	0	0	0	190	0	0	0	0	0	0	0	39	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	118
MGG_00311	gene-MGG_00311	XM_003718728.1	protein_coding	0	0	0	181	0	0	0	0	0	0	0	93	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	62
MGG_00312	gene-MGG_00312	XM_003718727.1	protein_coding	0	0	0	273	0	0	0	0	0	0	0	92	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	157
MGG_00314	gene-MGG_00314	XM_003718725.1	protein_coding	0	0	0	334	0	0	0	0	0	0	0	60	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	151
MGG_00316	gene-MGG_00316	XM_003718724.1	protein_coding	0	0	0	247	0	0	0	0	0	0	0	155	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	62
MGG_00317	gene-MGG_00317	XM_003718723.1	protein_coding	0	0	0	204	0	0	0	0	0	0	0	90	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	78
MGG_00318	gene-MGG_00318	XM_003718722.1	protein_coding	0	0	0	196	0	0	0	0	0	0	0	74	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	96
MGG_00319	gene-MGG_00319	XM_003718721.1	protein_coding	0	0	0	153	0	0	0	0	0	0	0	80	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	53
MGG_00320	gene-MGG_00320	XM_003718718.1	protein_coding	0	0	0	180	0	0	0	0	0	0	0	59	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	88
MGG_00321	gene-MGG_00321	XM_003718717.1	protein_coding	0	0	0	148	0	0	0	0	0	0	0	45	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	91
MGG_00322	gene-MGG_00322	XM_003718716.1	protein_coding	0	0	0	153	0	0	0	0	0	0	0	54	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	62
MGG_00325	gene-MGG_00325	XM_003718713.1	protein_coding	0	0	0	116	0	0	0	0	0	0	0	50	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	58
MGG_00329	gene-MGG_00329	XM_003718709.1	protein_coding	0	0	0	111	0	0	0	0	0	0	0	58	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	22
MGG_00330	gene-MGG_00330	XM_003718708.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	40	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	10
MGG_00331	gene-MGG_00331	XM_003718706.1	protein_coding	0	0	0	61	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	40
MGG_00332	gene-MGG_00332	XM_003718705.1	protein_coding	0	0	0	102	0	0	0	0	0	0	0	17	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	55
MGG_00333	gene-MGG_00333	XM_003718704.1	protein_coding	0	0	0	103	0	0	0	0	0	0	0	25	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	51
MGG_00336	gene-MGG_00336	XM_003718699.1	protein_coding	0	0	0	95	0	0	0	0	0	0	0	39	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	37
MGG_00338	gene-MGG_00338	XM_003718696.1	protein_coding	0	0	0	37	0	0	0	0	0	0	0	16	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	13
MGG_00339	gene-MGG_00339	XM_003718695.1	protein_coding	0	0	0	30	0	0	0	0	0	0	0	13	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11
MGG_00340	gene-MGG_00340	XM_003718694.1	protein_coding	0	0	0	29	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	13
MGG_00341	gene-MGG_00341	XM_003718693.1	protein_coding	0	0	0	35	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21
MGG_00342	gene-MGG_00342	XM_003718692.1	protein_coding	0	0	0	32	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	16
MGG_00343	gene-MGG_00343	XM_003718691.1	protein_coding	0	0	0	51	0	0	0	0	0	0	0	18	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	24
MGG_00345	gene-MGG_00345	XM_003718690.1	protein_coding	0	0	0	66	0	0	0	0	0	0	0	26	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	27
MGG_00346	gene-MGG_00346	XM_003718689.1	protein_coding	0	0	0	54	0	0	0	0	0	0	0	19	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	23
MGG_00347	gene-MGG_00347	XM_003718688.1	protein_coding	0	0	0	60	0	0	0	0	0	0	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	30
MGG_00348	gene-MGG_00348	XM_003718687.1	protein_coding	0	0	0	65	0	0	0	0	0	0	0	21	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	32
MGG_00349	gene-MGG_00349	XM_003718686.1	protein_coding	0	0	0	54	0	0	0	0	0	0	0	22	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	19
MGG_00350	gene-MGG_00350	XM_003718685.1	protein_coding	0	0	0	66	0	0	0	0	0	0	0	31	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	23
MGG_00351	gene-MGG_00351	XM_003718684.1	protein_coding	0	0	0	94	0	0	0	0	0	0	0	35	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	52
MGG_00352	gene-MGG_00352	XM_003718683.1	protein_coding	0	0	0	124	0	0	0	0	0	0	0	38	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	67
MGG_00354	gene-MGG_00354	XM_003718680.1	protein_coding	0	0	0	132	0	0	0	0	0	0	0	72	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	20
MGG_00355	gene-MGG_00355	XM_003718679.1	protein_coding	0	0	0	62	0	0	0	0	0	0	0	38	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	18
MGG_00356	gene-MGG_00356	XM_003718677.1	protein_coding	0	0	0	92	0	0	0	0	0	0	0	23	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	56
MGG_00357	gene-MGG_00357	XM_003718676.1	protein_coding	0	0	0	77	0	0	0	0	0	0	0	23	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	43
MGG_00359	gene-MGG_00359	XM_003718674.1	protein_coding	0	0	0	76	0	0	0	0	0	0	0	52	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12
MGG_00360	gene-MGG_00360	XM_003718673.1	protein_coding	0	0	0	76	0	0	0	0	0	0	0	52	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	21
MGG_00361	gene-MGG_00361	XM_003718672.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	23	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	21
MGG_00362	gene-MGG_00362	XM_003718671.1	protein_coding	0	0	0	40	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	18
MGG_00363	gene-MGG_00363	XM_003718670.1	protein_coding	0	0	0	54	0	0	0	0	0	0	0	19	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	15
MGG_00364	gene-MGG_00364	XM_003718668.1	protein_coding	0	0	0	43	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	19
MGG_00365	gene-MGG_00365	XM_003718667.1	protein_coding	0	0	0	61	0	0	0	0	0	0	0	20	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	28
MGG_00366	gene-MGG_00366	XM_003718665.1	protein_coding	0	0	0	67	0	0	0	0	0	0	0	26	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	36
MGG_00367	gene-MGG_00367	XM_003718664.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	28	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	23
MGG_00369	gene-MGG_00369	XM_003718662.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	33	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	25
MGG_00370	gene-MGG_00370	XM_003718661.1	protein_coding	0	0	0	58	0	0	0	0	0	0	0	29	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	15
MGG_00371	gene-MGG_00371	XM_003718660.1	protein_coding	0	0	0	69	0	0	0	0	0	0	0	23	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	21
MGG_00373	gene-MGG_00373	XM_003718658.1	protein_coding	0	0	0	121	0	0	0	0	0	0	0	18	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	83
MGG_00374	gene-MGG_00374	XM_003718657.1	protein_coding	0	0	0	131	0	0	0	0	0	0	0	29	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	91
MGG_00375	gene-MGG_00375	XM_003718656.1	protein_coding	0	0	0	173	0	0	0	0	0	0	0	83	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	72
MGG_00378	gene-MGG_00378	XM_003718651.1	protein_coding	0	0	0	252	0	0	0	0	0	0	0	100	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	127
MGG_00379	gene-MGG_00379	XM_003718650.1	protein_coding	0	0	0	208	0	0	0	0	0	0	0	75	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	112
MGG_00380	gene-MGG_00380	XM_003718649.1	protein_coding	0	0	0	182	0	0	0	0	0	0	0	73	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	87
MGG_00382	gene-MGG_00382	XM_003718646.1	protein_coding	0	0	0	142	0	0	0	0	0	0	0	112	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	22
MGG_00383	gene-MGG_00383	XM_003718645.1	protein_coding	0	0	0	56	0	0	0	0	0	0	0	35	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18
MGG_00384	gene-MGG_00384	XM_003718644.1	protein_coding	0	0	0	52	0	0	0	0	0	0	0	20	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	23
MGG_00385	gene-MGG_00385	XM_003718643.1	protein_coding	0	0	0	63	0	0	0	0	0	0	0	12	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	28
MGG_00387	gene-MGG_00387	XM_003718641.1	protein_coding	0	0	0	174	0	0	0	0	0	0	0	35	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	94
MGG_00388	gene-MGG_00388	XM_003718640.1	protein_coding	0	0	0	308	0	0	0	0	0	0	0	75	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	159
MGG_00389	gene-MGG_00389	XM_003718639.1	protein_coding	0	0	0	245	0	0	0	0	0	0	0	96	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	145
MGG_00390	gene-MGG_00390	XM_003718638.1	protein_coding	0	0	0	211	0	0	0	0	0	0	0	158	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	45
MGG_00391	gene-MGG_00391	XM_003718637.1	protein_coding	0	0	0	191	0	0	0	0	0	0	0	146	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	18
MGG_00392	gene-MGG_00392	XM_003718636.1	protein_coding	0	0	0	141	0	0	0	0	0	0	0	128	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8
MGG_00393	gene-MGG_00393	XM_003718635.1	protein_coding	0	0	0	103	0	0	0	0	0	0	0	27	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	66
MGG_00394	gene-MGG_00394	XM_003718634.1	protein_coding	0	0	0	93	0	0	0	0	0	0	0	17	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	54
MGG_00395	gene-MGG_00395	XM_003718633.1	protein_coding	0	0	0	121	0	0	0	0	0	0	0	39	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	62
MGG_00396	gene-MGG_00396	XM_003718632.1	protein_coding	0	0	0	128	0	0	0	0	0	0	0	57	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	51
MGG_00397	gene-MGG_00397	XM_003718631.1	protein_coding	0	0	0	149	0	0	0	0	0	0	0	67	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	64
MGG_00398	gene-MGG_00398	XM_003718630.1	protein_coding	0	0	0	181	0	0	0	0	0	0	0	61	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	93
MGG_00399	gene-MGG_00399	XM_003718629.1	protein_coding	0	0	0	232	0	0	0	0	0	0	0	56	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	108
MGG_00400	gene-MGG_00400	XM_003718628.1	protein_coding	0	0	0	205	0	0	0	0	0	0	0	58	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	115
